Rusis,Adresas (vietovė),"Talpa, m3"
Stiklas,Akacijų g. 20,"1,8"
Stiklas,Antanavos g. 21,"1,8"
Stiklas,Antanavos g. 9,"1,8"
Stiklas,Tyrulių g. 20,"2,3"
Stiklas,Bitininkų g. 31 mokykla,"2,3"
Stiklas,Bitininkų g. 19 darželis „Boružėlė“,"1,8"
Stiklas,Minkovskių g. 114,"1,8"
Stiklas,Freda Piliakalnio g. 9,"2,3"
Stiklas,"Freda, Barkūnų g. 5 MOLOC KONTEINERIS","1,3"
Stiklas,"Freda, Europos pr. 18 MOLOC KONTEINERIS","1,3"
Stiklas,"Freda, Europos pr. 28 MOLOC KONTEINERIS","1,3"
Stiklas,"Freda, Europos pr.-Saulėgrąžos g. MOLOC KONT","1,3"
Stiklas,"Freda, Žilibero g. 6, prie Kauno Botanikos sodo","1,8"
Stiklas,Julianavos g. 1A Stambiagabaritinių aikšt.,"1,8"
Stiklas,Lakūnų pl 44,"1,8"
Stiklas,"Technikumo g. 6 prie buitinio, kieme","1,8"
Stiklas,Svajonių al. 3,"1,8"
Stiklas,Vinčų g. 2,"1,8"
Stiklas,Vinčų g. 16,"1,8"
Stiklas,Vinčų g. 20,"1,8"
Stiklas,Birželio 23-osios 15,"1,8"
Stiklas,Birželio 23-osios 17,"2,3"
Stiklas,Draugystės g. 3 C,"1,8"
Stiklas,Draugystės g. 5 D-E,"1,8"
Stiklas,Draugystės g. 5 F,"1,8"
Stiklas,Draugystės g. 9E,"1,8"
Stiklas,Kovo 11-osios g. 59,"1,8"
Stiklas,Kovo 11-osios g. 69,"2,3"
Stiklas,Kovo 11- osios g. 50  vid. M-kla,"1,8"
Stiklas,Kovo 11-osios g. 74,"1,8"
Stiklas,Kovo 11-osios g. 78,"1,8"
Stiklas,Kovo 11-osios g. 82,"1,8"
Stiklas,Kovo 11-osios g. 84,"1,8"
Stiklas,Kovo 11-osios g. 96,"1,8"
Stiklas,Kovo 11-osios g. 98,"1,8"
Stiklas,Kovo 11-osios g. 100,"1,8"
Stiklas,Kovo 11-osios g. 94 V.Kuprevičiaus  vid.mok.,"1,8"
Stiklas,Partizanų g. 10 c,"2,3"
Stiklas,Partizanų g. 27,"1,8"
Stiklas,Partizanų g. 29i,"1,8"
Stiklas,Partizanų g. 224,"1,8"
Stiklas,Partizanų g. 228,"1,8"
Stiklas,Partizanų g. 106,"2,3"
Stiklas,Partizanų g. 110-112,"1,8"
Stiklas,Partizanų g. 124-130,"2,3; 1,8"
Stiklas,Partizanų g. 142,"1,8"
Stiklas,Partizanų g. 156,"1,8"
Stiklas,Partizanų g. 192 (prie regbio stadiono ),"1,8"
Stiklas,Partizanų g. 212,"1,8"
Stiklas,Partizanų g. 22 „Versmės“ vidurinė mokykla,"1,8"
Stiklas,Partizanų g. 26-28 ,"1,8"
Stiklas,Partizanų g. 36,"2,3"
Stiklas,Partizanų g. 42 lopš. Darž. „Vaikystė“,"1,8"
Stiklas,Partizanų g. 46 „Atžalyno“ vidurinė mokykla,"1,8"
Stiklas,Partizanų g. 48-50,"2,3"
Stiklas,Partizanų g. 5-7,"1,8"
Stiklas,Partizanų g. 54,"1,8"
Stiklas,Partizanų g. 55,"1,8"
Stiklas,Partizanų g. 56-56a,"1,8"
Stiklas,Partizanų g. 66,"1,8"
Stiklas,Partizanų g. 68 J.Urbšio vidurinė mokykla,"1,8"
Stiklas,Partizanų g. 70,"1,8"
Stiklas,Partizanų g. 74,"1,8"
Stiklas,Partizanų g. 78,"1,8"
Stiklas,Partizanų g. 86,"1,8"
Stiklas,Partizanų g. 116,"1,8"
Stiklas,Partizanų g. 176,"2,3"
Stiklas,Patrizanų g. 204 ,"2,3"
Stiklas,Pramonės pr. 26,"2,3"
Stiklas,Pramonės pr. 55,"1,8"
Stiklas,Pramonės pr. 57,"2,3"
Stiklas,Pramonės pr. 32,"1,8"
Stiklas,Pramonės pr. 43,"1,8"
Stiklas,Taikos pr. 109,"2,3"
Stiklas,Pramonės pr. 75,"1,8"
Stiklas,Pramonės pr. 77,"1,8"
Stiklas,Pramonės pr. 81/83-85,"1,8"
Stiklas,Taikos pr. 41 ,"1,8"
Stiklas,Taikos pr. 49 darželis,"1,8"
Stiklas,Taikos pr. 51 „Vyturio“ vid. Mokykla,"1,8"
Stiklas,Taikos pr. 53,"1,8"
Stiklas,Taikos pr. 86 c,"1,8"
Stiklas,Taikos pr. 99,"1,8"
Stiklas,Taikos pr. 95,"1,8"
Stiklas,Taikos pr. 75,"1,8"
Stiklas,Taikos pr. 117-119,"1,8"
Stiklas,Taikos pr. 69/73,"2,3"
Stiklas,Taikos pr. 125,"1,8"
Stiklas,V. Krėvės pr. 1,"1,8"
Stiklas,V. Krėvės pr. 10,"1,8"
Stiklas,V. Krėvės pr. 9b,"1,8"
Stiklas,V. Krėvės pr. 11,"2,3"
Stiklas,V. Krėvės pr. 15 (Įvažiavimas pro Partizanų g. 38),"2,3"
Stiklas,V.Krėvės pr. 17,"1,8"
Stiklas,V.Krėvės pr. 28,"1,8"
Stiklas,V.Krėvės pr. 29,"2,3"
Stiklas,V.Krėvės pr. 31,"1,8"
Stiklas,"V. Krėvės pr. 35 įvažiavimas iš Kovo 11-osios, už IKI","1,8"
Stiklas,V. Krėvės pr. 37,"1,8"
Stiklas,V. Krėvės pr. 51,"1,8"
Stiklas,V. Krėvės. pr.55,"1,8"
Stiklas,V. Krėvės pr. 61/65,"1,8"
Stiklas,V. Krėvės pr. 60,"1,8"
Stiklas,V.Krėvės pr. 71/69A,"1,8"
Stiklas,V.Krėvės pr. 60,"1,8"
Stiklas,V.Krėvės pr. 69/61,"1,8"
Stiklas,V. Krėvės pr. 14 MAXIMA,"1,8"
Stiklas,V. Krėvės pr. 58 darželis,"1,8"
Stiklas,V.Krėvės pr. 76,"1,8"
Stiklas,V.Krėvės pr. 78,"1,8"
Stiklas,V.Krėvės pr. 82 a,"1,3"
Stiklas,V.Krėvės pr. 104,"1,8"
Stiklas,V.Krėvės pr. 91,"1,8"
Stiklas,V.Krėvės pr. 93,"1,8"
Stiklas,V.Krėvės pr. 98,"2,3"
Stiklas,V.Krėvės pr. 99,"1,8"
Stiklas,V. Krėvės pr. 100,"1,8"
Stiklas,V. Krėvės pr. 113,"1,8"
Stiklas,V. Krėvės pr. 117,"2,3"
Stiklas,V. Krėvės pr. 107,"1,8"
Stiklas,V. Krėvės pr. 22,"1,8"
Stiklas,V. Krėvės pr. 114 d,"1,8"
Stiklas,Savanorių pr. 246 ,"2,3"
Stiklas,Savanorių pr. 256,"2,3"
Stiklas,Savanorių pr. 278,"2,3"
Stiklas,Savanorių pr. 294,"2,3"
Stiklas,Savanorių pr. 300,"1,8"
Stiklas,Savanorių pr. 306,"2,3"
Stiklas,Savanorių pr. 314,"2,3"
Stiklas,"Savanorių pr. 362, prie Dubingių pard.","1,8"
Stiklas,Savanorių pr. 372,"1,8"
Stiklas,Karmėlavos kapinės (prie administracinio pastato),"2,3"
Stiklas,Dubingių 10 ,"1,8"
Stiklas,A.Jakšto g. 16 MOLOC KONTEINERIAI,"1,3"
Stiklas,Donelaičio 61,"1,3"
Stiklas,Karaliaus Mindaugo g. 68,"2,3"
Stiklas,Gimnazijos g. 3 Maironio gimnazija,"1,8"
Stiklas,Kauno pilis (autobusų apsisukimo vieta),"2,3"
Stiklas,Kauno pilis (prie tualeto),"1,8"
Stiklas,Kęstučio g. 55 MOLOC KONTEINERIS,"1,3"
Stiklas,Kęstučio g. 61 prie mūrinės tvoros;,"1,8"
Stiklas,Kurpių g. 25 MOLOC KONTEINERIS,"1,3"
Stiklas,Maironio g. 1 prie MOLOC KONTEINERIS,"1,3"
Stiklas,Maironio g.1 varpas (statyti toliau nuo tujų),"1,8"
Stiklas,Prieplaukos kr. 7 MOLOC KONTEINERIS,"1,3"
Stiklas,Rotušės a. 9 Jėzuitų gimnazija,"1,8"
Stiklas,"Sopranų g. 5 (laidai, gal perstatyt...)","1,8"
Stiklas,Šv. Gertrūdos g. 5 MOLOC KONTEINERIS,"1,3"
Stiklas,Šv. Gertrūdos g. 8a MOLOC KONTEINERIS,"1,3"
Stiklas,Šv.Gertrūdos g. 22 A(automobilių stovėjimo aikštelė),"2,3"
Stiklas,Vytauto pr. 43a „Vytauto“ namai,"1,8"
Stiklas,Vytauto pr. 50 A.Puškino vid. Mok.(įvaž iš Totorių g.),"1,8"
Stiklas,Vytauto pr. 60,"1,8"
Stiklas,Gedimino g. 10,"2,3"
Stiklas,Lydos g. 3,"1,8"
Stiklas,A.Ramanausko- Vanago g. 1,
Stiklas,Ašigalio g. 15,"2,3"
Stiklas,Ašigalio g. 3,"2,3"
Stiklas,Ašigalio g 20A Stambiagabaritinių aikšt.,"2,3"
Stiklas,Ašigalio g.25,"2,3"
Stiklas,Ašigalio g.41,"2,3"
Stiklas,Ašigalio g.53,"2,3"
Stiklas,Geležinio vilko g. 21,"2,3"
Stiklas,Geležinio vilko g. 22,
Stiklas,Gelžinio vilko g. 1,"2,3"
Stiklas,Gelžinio vilko g. 26,"2,3"
Stiklas,Gelžinio vilko g. 28 Kalniečių vid. mokykla,
Stiklas,Gelžinio vilko g. 7,"2,3"
Stiklas,Gelžinio vilko g. 8,"2,3"
Stiklas,K.Škirpos g. 11,"2,3"
Stiklas,K.Škirpos g. 2,"2,3"
Stiklas,K.Škirpos g. 6,"2,3"
Stiklas,Kalniečių g. 216,"2,3"
Stiklas,Kalniečių g. 245a „Spindulėlis“,"1,8"
Stiklas,Kalniečių g. 255,"2,3"
Stiklas,Lazūnų g. 81 Ukdymo ir globos centras,"1,8"
Stiklas,P. Plechavičiaus 9A (įvaž. Iš Žukausko 6-14),"1,8"
Stiklas,P. Plechavičiaus g. 1,"2,3"
Stiklas,P. Plechavičiaus g. 5 darželis „Šermukšnėlis“,"1,8"
Stiklas,P. Plechavičiaus g. 20,"1,8"
Stiklas,P. Plechavičiaus g. 19,"2,3"
Stiklas,P. Plechavičiaus g. 12,
Stiklas,P. Plechavičiaus g. 6,
Stiklas,P. Plechavičiaus g. 2,"1,8"
Stiklas,P. Plechavičiaus g. 22,"1,8"
Stiklas,P. Plechavičiaus g. 25,"1,8"
Stiklas,P. Lukšio g. 2 prie „Kalniečių“ PC,"1,8"
Stiklas,P.Lukšio g. 10-12,"1,8"
Stiklas,P.Lukšio g. 21,"2,3"
Stiklas,P.Lukšio g. 27,"2,3"
Stiklas,P.Lukšio g. 33/35,"1,8"
Stiklas,P.Lukšio g. 37/37A,"1,8"
Stiklas,"P.Lukšio g. 40 VDU ""Rasos"" gimnazija","1,8"
Stiklas,P.Lukšio g. 43,"2,3"
Stiklas,P.Lukšio g. 47,
Stiklas,P.Lukšio g. 64,"2,3"
Stiklas,Pakraščio g. 2/4,"1,8"
Stiklas,S. Žukausko g. 4/8 (perstatė į kt. gt. Pusę),"1,8"
Stiklas,S.Žukausko g. 25,"2,3"
Stiklas,S.Žukausko g.24,"2,3"
Stiklas,S. Žukausko  g. 13-19,"1,8"
Stiklas,S.Žukausko g.5,"2,3"
Stiklas,Sukilėlių g. 100-110,"1,8"
Stiklas,Sukilėlių pr. 119 prie angaro,"1,8"
Stiklas,Sukilėlių pr. 67,"1,8"
Stiklas,Sukilėlių pr. 69,"1,8"
Stiklas,Sukilėlių pr. 76,"2,3"
Stiklas,Sukilėlių pr. 85,"2,3"
Stiklas,Sukilėlių pr. 87 A MOLOC ,"1,3"
Stiklas,Sukilėlių pr. 95,
Stiklas,Šiaurės pr. 10,"1,8"
Stiklas,Šiaurės pr. 17,"1,8"
Stiklas,Šiaurės pr. 22/24,"1,8"
Stiklas,Šiaurės pr. 5,"2,3"
Stiklas,Šiaurės pr. 8,"1,8"
Stiklas,Šiaurės pr. 40,"2,3"
Stiklas,Šiaurės pr. 42,"2,3"
Stiklas,Šiaurės pr. 43,"2,3"
Stiklas,Šiaurės pr. 45,"1,8"
Stiklas,Šiaurės pr. 55 M.Mažvydo vidurinė mokykla,"1,8"
Stiklas,Šiaurės pr. 57 Vydūno vidurinė mokykla,"1,8"
Stiklas,Šiaurės pr. 75-89,"1,8"
Stiklas,Šiaurės pr.59,"1,8"
Stiklas,Šiaurės pr.69,"2,3"
Stiklas,Šiaurės pr.93,"2,3"
Stiklas,Šiaurės pr.99,"1,8"
Stiklas,Ukmergės g. 2 prie buitinių atliekų k.,"2,3"
Stiklas,Ukmergės g. 24,"1,8"
Stiklas,Ukmergės g. 31,"2,3"
Stiklas,Ukmergės g. 5,"2,3"
Stiklas,Ukmergės g. 9A,"2,3"
Stiklas,Ukmergės g. 9,"2,3"
Stiklas,V. Landsbergio-Žemkalnio g. Nr. 2,"1,8"
Stiklas,V. Landsbergio-Žemkalnio g. Nr. 30,"1,8"
Stiklas,V.Landsbergio- Žemkalnio g. 11,"2,3"
Stiklas,V. Landsbergio-Žemkalnio g. 13,"1,8"
Stiklas,Šiaurės pr. 39-37,"2,3"
Stiklas,Lozoraičio g. 13 KTU licėjus,"2,3"
Stiklas,Žeimenos g. 103,"2,3"
Stiklas,Žeimenos g. 78,"2,3"
Stiklas,A. Baranausko g. 5,"1,8"
Stiklas,A. Baranausko g. 32,"1,8"
Stiklas,A. Baranausko g. 33/35,"1,8"
Stiklas,A. ir J.Gravrogkų g. 1 -3 ,"1,8"
Stiklas,B. Sruogos g. 5,"1,8"
Stiklas,Biržiškių g. 9,"1,8"
Stiklas,Biržiškių g. 1,"1,8"
Stiklas,Chemijos g. 4E,"1,8"
Stiklas,Chemijos g. 9-9A,"1,8"
Stiklas,Draugystės g. 2 ir Kovo 11- osios g. 60,"2,3"
Stiklas,Žalvarnių g 11 (Sodai už Jutos),"1,8"
Stiklas,Draugystės g. 8,"1,8"
Stiklas,Dujotiekio g. 21,"2,3"
Stiklas,Gričiupio g. 11,"1,8"
Stiklas,Gričiupio g. 9,"1,8"
Stiklas,K. Baršausko g. 51,"1,8"
Stiklas,K. Baršausko g. 69,"2,3"
Stiklas,K. Baršausko g. 73,"1,8"
Stiklas,K. Baršausko g. 86,"1,8"
Stiklas,K. Baršausko g. 63 a,"2,3"
Stiklas,Kovo 11- osios g. 27,"1,8"
Stiklas,Kovo 11- osios g. 50 Kovo 11 osios vidurinė mokykla,"1,8"
Stiklas,Kovo 11-osios g. 28,"1,8"
Stiklas,Kovo 11-osios g. 29,"1,8"
Stiklas,Kovo 11-osios g. 36/46,"1,8"
Stiklas,Kovo 11-osios g. 44 perstatyti prie buitinio,"1,8"
Stiklas,Kovo 11-osios g. 43,"1,8"
Stiklas,Kovo 11-osios g. 56-58,"1,8"
Stiklas,M. Riomerio g. 11,"1,8"
Stiklas,M. Riomerio g. 35,"1,8"
Stiklas,M. Riomerio g. 5,"1,8"
Stiklas,M.Riomerio g. 2 -4,"1,8"
Stiklas,Pašilės g. 30,"2,3"
Stiklas,Pašilės g. 36,"2,3"
Stiklas,Pašilės g. 46,"2,3"
Stiklas,Pašilės g. 54,"2,3"
Stiklas,Pašilės g. 82 ,"1,8"
Stiklas,Rimvydo 13,"1,8"
Stiklas,Rimvydo g. 15-17 (aikštelėje),"1,8"
Stiklas,Rimvydo g. 28,"1,8"
Stiklas,Ryšių g. 19-21,"1,8"
Stiklas,Ryšių g. 3,"1,8"
Stiklas,Rytų g. 22,"2,3"
Stiklas,Saulės 16a,"1,8"
Stiklas,Saulės 16/Studentų 29,"1,8"
Stiklas,Saulės 8-10,"1,8"
Stiklas,Saulės g. 30,"2,3"
Stiklas,Saulės 39,"1,8"
Stiklas,Saulės g. 55,"2,3"
Stiklas,Studentų g. 2a,"1,8"
Stiklas,Studentų g. 14,"1,8"
Stiklas,Studentų g. 67,"1,8"
Stiklas,Studentų g. 71,"1,8"
Stiklas,Taikos pr. 34-36,"1,8"
Stiklas,Taikos pr. 44-46,"1,8"
Stiklas,Taikos pr. 56,"2,3"
Stiklas,Taikos pr. 62/64,"1,8"
Stiklas,Taikos pr. 68 Daukanto mokykla,"1,8"
Stiklas,Taikos pr. 80,"2,3"
Stiklas,Topolių g. 2/ A. Purėno g.,"2,3"
Stiklas,Tunelio g. 41     1- Pirmoji specialioji mokykla,"1,8"
Stiklas,Tunelio g. 43,"1,8"
Stiklas,Varpo g. 7,"1,8"
Stiklas,Varpo g. 8,"1,8"
Stiklas,Varpo g.49 „ Varpo“ gimnazija,"1,8"
Stiklas,Žuvinto g. 15,"2,3"
Stiklas,Žuvinto g. 37,"2,3"
Stiklas,Žuvinto g. 30,"2,3"
Stiklas,Pramonės pr. 3,"1,8"
Stiklas,A. Smetonos al. 63-67,"1,8"
Stiklas,A. Smetonos al. 69,"1,8"
Stiklas,A. Smetonos al. 55,"1,8"
Stiklas,A.Smetonos al.prie namo Nr. 57 A,"1,8"
Stiklas,Birutės g. 9 Lopšelis-darželis „Pienė“,"1,8"
Stiklas,K. Veverskio g. 1-6,"1,8"
Stiklas,Kampiškių g. 5,"2,3"
Stiklas,Kariūnų pl. 3 Šilo mokykla,"1,8"
Stiklas,Kariūnų pl. 5 Panemunės prad. Mokykla,"1,8"
Stiklas,Mažoji g. prie namo Nr. 11 ,"2,3"
Stiklas,Miškininkų g,"1,8"
Stiklas,Plento g. 12-14,"1,8"
Stiklas,Plento g. 20/18/10,"1,8"
Stiklas,Plento g. 26/26a-c,"1,8"
Stiklas,Rokai Vijūnų g. 2 mokykla,"1,8"
Stiklas,"Rokai, Baltaragio g. 1 darželis „Rokutis“","1,8"
Stiklas,"Rokai, Baltaragio g. prie namo Nr. 21","1,8"
Stiklas,"Rokai, Baltaragio g. prie namo Nr. 25/27","1,8"
Stiklas,"Rokai, J. Borutos g. 10","1,8"
Stiklas,"Rokai, J. Borutos g. 4","1,8"
Stiklas,"Rokai, Moliakelio g. lyg ties 12","1,8"
Stiklas,"Rokai, Nemuno g. 3","1,8"
Stiklas,"Rokai, Nemuno g. 10, Kauno rajonas","1,8"
Stiklas,"SB Zuikinė, Plikakalnio takas","1,8"
Stiklas,Vaidoto g. 11 Šv.Mato vidurinė mokykla,"1,8"
Stiklas,Vaidoto g. 115 Vaidoto vidurinė mokykla,"1,8"
Stiklas,"Vaišvydava, Didžioji g. 82","2,3"
Stiklas,Vaišvydo g. 28 Vaišvydavos vidurinė mokykla,"1,8"
Stiklas,"Vičiūnai, Kiškių g. 22","1,8"
Stiklas,Tylos g. 10,"2,3"
Stiklas,Kareivinės,"2,3"
Stiklas,Sodų bendrija Ajeras Katilėlių takas 1,"1,8"
Stiklas,R. Kalantos g. 10,"1,8"
Stiklas,R. Kalantos g. 21-23,"1,8"
Stiklas,R. Kalantos g. 53-55,"1,8"
Stiklas,T. Masiulio g. 9,"1,8"
Stiklas,T. Masiulio g. 10 Humanitarinė mokykla,"1,8"
Stiklas,T.Masiulio g. 13 ,"1,8"
Stiklas,Ekskavatorininkų g. 3-5 (vietoj 14),"1,8"
Stiklas,Ekskavatorininkų g. 1,"2,3"
Stiklas,Ekskavatorininkų g. 14,"1,8"
Stiklas,Aikštelė prie Pažaislio vienuolyno,"2,3"
Stiklas,Gimbutienės g.10-12,"1,8"
Stiklas,Gimbutienės g. 6 a,"1,8"
Stiklas,Gimbutienės g. 9 Petrašiūnų vid. mokykla,"1,8"
Stiklas,R. Kalantos g. 44,"1,8"
Stiklas,R. Kalantos g. 120 Turistinių burlaivių asociacija,"1,8"
Stiklas,"R. Kalantos g gale ""buriuotojų įlanka""","1,8"
Stiklas,Laivelių g. 19 aikštelė prie miško,"1,8"
Stiklas,Marių g. /Parko g.,"1,8"
Stiklas,Marių g. 14/10,"1,8"
Stiklas,Marių g. 16 už namo,"1,8"
Stiklas,Marių g. 37 Palemono vidurinė mokykla,"1,8"
Stiklas,Marių g. 60A,"1,8"
Stiklas,"Marių g. aikštelėje, prie Vieškūnų piliakalnio","1,8"
Stiklas,Palemono g. 12 E,"1,8"
Stiklas,Nemajūnų g. 15B,"1,8"
Stiklas,Stoties g. 18,"1,8"
Stiklas,Jachtklubas kavinė,"1,8"
Stiklas,A. Juozapavičiaus pr. 21 a DNSB „XXI Kareivinės“,"1,8"
Stiklas,A. Juozapavičiaus pr. 19 A,"1,8"
Stiklas,A. Juozapavičiaus pr. 25,"1,8"
Stiklas,"A. Juozapavičiaus pr. 21 Caro namas","1,8"
Stiklas,A.Juozapavičiaus pr.44,"1,8"
Stiklas,A.Juozapavičiaus pr.31,"1,8"
Stiklas,Alsėdžių g. 3,"1,8"
Stiklas,Alsėdžių g. 7,"1,8"
Stiklas,Ašmenos II g. 33-37 (įvažiavimas iš Verkių g.),"1,8"
Stiklas,Hipodromo g. 42-46,"1,8"
Stiklas,Kranto al. 22,"1,8"
Stiklas,Kranto al. 52,"1,8"
Stiklas,Kranto al. 58,"1,8"
Stiklas,Kranto al. 62,"1,8"
Stiklas,Medvėgalio g. - Ašmenos gatvė,"1,8"
Stiklas,Prancūzų g. 6,"1,8"
Stiklas,Prancūzų g. 17,"1,8"
Stiklas,Prancūzų g. 77 (pastatytas 2009 01 15),"1,8"
Stiklas,Prancūzų g. 81 (prie Rimi parduotuvės),"1,8"
Stiklas,Prancūzų g. 143,"1,8"
Stiklas,Prancūzų g. 47,"1,8"
Stiklas,Prancūzų g. 59,"1,8"
Stiklas,Prancūzų g. 68,"2,3"
Stiklas,Prancūzų g. 62 A,"1,8"
Stiklas,Prancūzų g. 88,"1,8"
Stiklas,Verkių g. 18,"1,8"
Stiklas,Verkių g. 30 mokykla,"1,8"
Stiklas,Verkių g. 32,"1,8"
Stiklas,Verkių g. 6/ Prancūzų 76,"1,8"
Stiklas,Vokiečių g. 164 Šančių vidurinė mokykla,"1,8"
Stiklas,Vokiečių g. 27 MOLOC KONTEINERIS,"1,3"
Stiklas,Žarėnų g. 19,"1,8"
Stiklas,Apuolės g. 44 Vilijampolės soc. Globos namai,"2,3"
Stiklas,Baltijos g. 100,"1,8"
Stiklas,Baltijos g. 21,"1,8"
Stiklas,Baltijos g. 22,"1,8"
Stiklas,Baltijos g. 40,"1,8"
Stiklas,Baltijos g. 46,"1,8"
Stiklas,Baltijos g. 45,"1,8"
Stiklas,Baltijos g. 53,"1,8"
Stiklas,Baltijos g. 55-57,"1,8"
Stiklas,Baltijos g. 6,"1,8"
Stiklas,Baltijos g. 67,"1,8"
Stiklas,Baltijos g. 72,"1,8"
Stiklas,Baltijos g. 80-64,"1,8"
Stiklas,Baltijos g. 84-78,"1,8"
Stiklas,Baltijos g. 9,"1,8"
Stiklas,Baltų pr. 103 „Ąžuolyno vid. Mokykla“,"2,3"
Stiklas,Baltų pr. 107,"1,8"
Stiklas,Baltų pr. 117 ,"1,8"
Stiklas,Baltų pr. 121-126,"1,8"
Stiklas,Baltų pr. 195 ,"1,3"
Stiklas,Baltų pr. 13,"2,3"
Stiklas,Baltų pr. 131-125,"1,8"
Stiklas,Baltų pr. 149,"1,8"
Stiklas,Baltų pr. 161-169,"1,8"
Stiklas,Baltų pr. 181,"1,8"
Stiklas,Baltų pr. 21 (41-15),"1,8"
Stiklas,Baltų pr. 27,"1,8"
Stiklas,Baltų pr. 3,"1,8"
Stiklas,Baltų pr. 33,"1,8"
Stiklas,Baltų pr. 4,"1,8"
Stiklas,Baltų pr. 63,"1,8"
Stiklas,Baltų pr. 67,"1,8"
Stiklas,Baltų pr. 77,"1,8"
Stiklas,Baltų pr. 97,"1,8"
Stiklas,Eitkūnų g. gale,"2,3"
Stiklas,IX FORTAS,"2,3"
Stiklas,Grušo g. 4,"1,8"
Stiklas,Bartuvos g 5b,"1,8"
Stiklas,Kuršių g. 10,"2,3"
Stiklas,Kuršių g. 12,"1,8"
Stiklas,Kuršių g. 3 A,"2,3"
Stiklas,Kuršių g. 4,"2,3"
Stiklas,Kuršių g. 9E,"1,8"
Stiklas,Kuršių g. 48,"2,3"
Stiklas,Kuršių g. 52,"2,3"
Stiklas,Kuršių g. 58,"2,3"
Stiklas,Lazdinėlių g. prie moloc konteinerių,"2,3"
Stiklas,Naujakurių g. 66 /33,"1,8"
Stiklas,Naujakurių pr. 84-92,"1,8"
Stiklas,Rasytės g. 10,"2,3"
Stiklas,Rasytės g. 18,"2,3"
Stiklas,Rasytės g. 28,"2,3"
Stiklas,Rasytės g. 32,"2,3"
Stiklas,Rasytės g. 40,"2,3"
Stiklas,Rasytės g. 42,"1,8"
Stiklas,Rasytės g. 48,"2,3"
Stiklas,Rasytės g. 5,"1,8"
Stiklas,Rasytės g. 6,"2,3"
Stiklas,Rietavo g. 1,"1,8"
Stiklas,Rietavo g. 13,"1,8"
Stiklas,Rietavo g. 17,"1,8"
Stiklas,"Romainiai, Girios g. 4","2,3"
Stiklas,"Romainiai, P.Rusecko/J.Bielinio/Knygnešių g.","1,8"
Stiklas,"Sargėnai, Radviliškio g. 1","2,3"
Stiklas,"Sargėnai, Pienių g. 2","1,8"
Stiklas,"Sargėnai, Pienių g. 6","1,8"
Stiklas,"Sargėnai, Pienių g. 8","1,8"
Stiklas,"Sargėnai, Vandžiogalos g. 12","1,8"
Stiklas,"Sargėnai, Vandžiogalos g. 84 a","1,8"
Stiklas,Vandžiogalos g. 92B,"1,8"
Stiklas,"Sargėnai, Vandžiogalos g. 8","1,8"
Stiklas,"Sargėnų vidurinė mokykla,Vandžiogalos g. 51 ","1,8"
Stiklas,Šarkuvos g. 10,"1,8"
Stiklas,Šarkuvos g. 13,"1,8"
Stiklas,Šarkuvos g. 19,"1,8"
Stiklas,Šarkuvos g. 26,"1,8"
Stiklas,Šarkuvos g. 29 už „Ryto“ prad. mokyklos,"2,3"
Stiklas,Vėtrungės g. 2,"1,8"
Stiklas,Vėtrungės g. 10,"1,8"
Stiklas,Viduklės g. 8-10,"2,3"
Stiklas,Žiemgalių g. 19,"1,8"
Stiklas,A. Strazdo g. už 75 namo kom. atliekų kont.,"1,8"
Stiklas,A. Strazdo g. 83,"2,3"
Stiklas,Antagynės 11 (Raudondvario plentas),"2,3"
Stiklas,Demokratų g. 31,"1,8"
Stiklas,Demokratų g. 36 P.Vileišio vidurinė mokykla,"1,8"
Stiklas,Demokratų g. 48,"1,8"
Stiklas,Gintaro g. 9,"1,3"
Stiklas,K. Griniaus 9/13,"1,8"
Stiklas,Kulvos g. 14 a,"1,8"
Stiklas,Kulvos g. 34,"1,8"
Stiklas,"Lampėdžiai, kur sukasi autobusai, tolyn prie pirties","1,8"
Stiklas,Lampėdžių g. 10,"1,8"
Stiklas,Linkuvos g. 55/ Sąjungos a.,"1,8"
Stiklas,Mušos g.6 Veršvų vidurinė mokykla,"1,8"
Stiklas,Neries kr. 12-13,"1,8"
Stiklas,Neries kr. 25,"1,8"
Stiklas,Neries kr. 9-10,"1,8"
Stiklas,Neries kr.4,"1,8"
Stiklas,Neries kr.5,"1,8"
Stiklas,Neries kr.7,"1,8"
Stiklas,Kriščiukaičio g. 6,"1,8"
Stiklas,Panerių / Stulginskio g.,"1,8"
Stiklas,Pagėgių g. sankritoje su Vienožinskio g aikšt. prie 56 namo;,"1,8"
Stiklas,Pakalnės g. 15 MOLOC KONTEINERIS,"1,3"
Stiklas,Ramygalos g. 45,"2,3"
Stiklas,Ramygalos g. 9,"1,8"
Stiklas,Raudondvario pl. 155D,"1,8"
Stiklas,Raudondvario pl. 174 komun.atliekų kon.,"1,8"
Stiklas,Raudondvario pl. 192 (Kaniūkų g.),"1,8"
Stiklas,Raudondvario pl. 200 (Kaniūkų g.),"1,8"
Stiklas,Raudondvario pl. 226 komun. atliekų kon.,"1,8"
Stiklas,Įkalnės akligatvis 10,"2,3"
Stiklas,Raudondvario pl. 288 A  „Antaginiečiai“,"2,3"
Stiklas,Stulginskio g. 54,"1,8"
Stiklas,Stulginskio g. 61 S. Lozoraičio vid. Mok.,"1,8"
Stiklas,Bijūnų g. 14,"2,3"
Stiklas,Varnių g. 26,"1,8"
