Paslaugų pavadinimas,Seniunija,Gatvė \ Objektas,Plotas,Mato vnt.
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"VYTAUTO G. prieš 15, ""Vytauto g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"VYTAUTO G. prieš 35, ""Lampėdžiai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"EIVENIŲ G. 2, ""Klinikos""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"EIVENIŲ G. 2, ""Klinikos""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"JONAVOS G.  60, ""P.Vileišio tiltas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"JONAVOS G.  prieš 40, ""P.Vileišio tiltas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"JONAVOS G.  68A, ""P.Kalpoko g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"JONAVOS G.  prieš 68A, ""P.Kalpoko g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"JONAVOS G. ""Senukai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"JONAVOS G. ""Senukai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"JONAVOS G., prie tilto  ""Utenos g."" ",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"JONAVOS G., prie tilto  ""Utenos g."" ",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"NUOKALNĖS G.  prie viaduko ""Nuokalnės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"NUOKALNĖS G.  prie viaduko ""Nuokalnės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"NUOKALNĖS G.  prieš tiltą, ""Jonavos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"NUOKALNĖS G.  už tilto, ""Jonavos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"PETRAUSKO K. 6, ""K.Petrausko g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"PETRAUSKO K. prieš 15, ""Ledo arena""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"PETRAUSKO K. 17, ""Ledo arena""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"PETRAUSKO K. prieš 41, ""Sporto g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"PETRAUSKO K. 43, ""Sporto g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 66, ""Žemaičių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 95, ""Žemaičių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 122, ""Aukštaičių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 137, ""Aukštaičių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 186, ""Utenos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 191, ""Utenos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 241, ""Aklųjų ir silpnaregių centras""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 247, ""Aklųjų ir silpnaregių centras""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 269, ""Mituvos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SAVANORIŲ PR. 319, ""Ortopedijos technika""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SUKILĖLIŲ PR. 11, ""Eivenių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SUKILĖLIŲ PR. 17, ""Akių klinika""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SUKILĖLIŲ PR. prie forto, ""Akių klinika""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SUKILĖLIŲ PR. 24, ""Sukilėlių pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SUKILĖLIŲ PR. 51, ""Žeimenos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"SUKILĖLIŲ PR. 62, ""Žeimenos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"TAIKOS PR. 4, ""Aklųjų ir silpnaregių centras""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"TUNELIO G. 17, ""Viadukas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"TUNELIO G. prie aikštelės, ""Geležinkelio stotis""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"TUNELIO G. šalia estrados, ""Dainų slėnis""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"TVIRTOVĖS AL. 7, ""V.Lašo g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"TVIRTOVĖS AL. 24, ""V.Lašo g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"TVIRTOVĖS AL. 35, ""Archyvo g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"TVIRTOVĖS AL. 56, ""Archyvo g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"UTENOS G. 4, ""Utenos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"UTENOS G. 29, ""P.Dovydaičio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"UTENOS G. ""P.Dovydaičio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"VYDŪNO AL. prieš 23, ""Gėlių Rato g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"VYDŪNO AL. 25, ""Gėlių Rato g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"VYDŪNO AL. prieš 39, ""Minties Rato g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",ŽALIAKALNIO SENIŪNIJA,"VYDŪNO AL. 65, ""Minties Rato g.""",60,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,ALEKSOTO APŽVALGOS AIKŠTELĖS LAIPTAI,2552,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,ALŠĖNŲ,4944,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,ANTAKALNIO PARKAS,11301,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,AVIACIJOS LAIPTAI,2000,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,J. BAKANAUSKO G.,8880,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,ČIURLIONIO M.K. TILTO LAIPTAI,600,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,DARIAUS S. IR GIRĖNO S.,14184,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,EUROPOS PR. (nuo Veiverių pl. Iki Vilties g.),13850,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,EUROPOS PR. (nuo Vilties g. Iki Čiurlionio M.K.),11870,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,GARLIAVOS LAIPTAI IR LAIPTŲ ŠALIGATVIAI,700,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,JIESIOS PL.,11800,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,JULIJANAVOS G.,5100,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,KALVARIJOS G.(nuo Europos pr. Iki miesto rib,800,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,KYBARTŲ LAIPTAI,900,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,KREIDOS G.,4038,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,LAKŪNŲ PL.,10500,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,MARVELĖS ,30000,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,MARVELĖS LAIPTAI ,3000,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,MINKOVSKIŲ G. ,17746,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,NAUGARDIŠKIŲ PARKAS,20000,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,PAUPELIO LAIPTAI,450,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,PILIAKALNIO G.,16044,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,SENIAVOS PL.,5673,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,SUVALKIEČIŲ LAIPTAI,1033,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,SVAJONIŲ LAIPTAI,942,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,TITNAGO ,1224,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,VEIVERIŲ G. LAIPTAI I,1020,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,VEIVERIŲ PL.,26086,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,VIDUKALNIO LAIPTAI ,2275,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,VILTIES ,2634,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,ALEKSOTO SENIŪNIJA,VYTAUTO LAIPTAI,4900,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,AUŠROS TAKAS,420,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,ĄŽUOLŲ LAIPTAI,104,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,BAŽNYČIOS ,1434,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,BIRŠTONO,821,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,ČIURLIONIO M.K.,2397,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,ČIURLIONIO M.K. GT. LAIPTAI,1813,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,DAUKANTO S.,1884,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,DONELAIČIO K.,650,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,DONELAIČIO K. (KARO MUZIEJAUS SODELIS),5637,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,DZŪKŲ GT.LAIPTAI,352,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,FRYKO E. LAIPTAI,437,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,GEDIMINO,1221,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,GRIUNVALDO,154,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,JABLONSKIO J. GT. LAIPTAI,440,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,JAKŠTO A.,4133,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,JERUZALĖS SKRG.,102,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,JONAVOS G. ŽIEDAS SU ĮVAŽOMIS,12000,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,JONAVOS G. DVIRAČIŲ TAKO,18000,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,KANTO I.,100,m² 
ŠIUKŠLIŲ RINKIMAS IŠ ŽALIŲJŲ PLOTŲ,CENTRO SENIŪNIJA,KARALIAUS MINDAUGO PR.,19256,m² 
