SENIUNIJA;INFO;GATVE;DANGA;DARBAS;MATAS;id
Petraðiûnø;"118A, ""Kauno duona""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3535
Petraðiûnø;"135, ""Kauno termofikacinë elektrinë""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3536
Petraðiûnø;"14, ""Parko g.""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3537
Petraðiûnø;"44, ""Ðilënø g.""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3538
Petraðiûnø;"45, ""Ðilënø g.""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3539
Petraðiûnø;"33, ""S.Nëries muziejus""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3540
Petraðiûnø;"24, ""S.Nëries muziejus""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3541
Petraðiûnø;"1, ""Parko g.""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3542
Petraðiûnø;"prieð 16, ""VST""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3543
Petraðiûnø;"9, ""Armatûrininkø g.""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3544
Petraðiûnø;"16, ""VST""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3545
Petraðiûnø;"21, ""Kauno marios""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3546
Petraðiûnø;"17A, ""Petraðiûnai""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3547
Petraðiûnø;"18E, ""Petraðiûnai""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3548
Petraðiûnø;"10, ""Armatûrininkø""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3549
Petraðiûnø;Kauno marios;MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3550
Petraðiûnø;"uþ transformatorinës ""Neveroniø g.""";NEVERONIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3551
Petraðiûnø;"prie transformatorinës ""Neveroniø g.""";NEVERONIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3552
Petraðiûnø;"prieð 7, ""Pervaþa""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3553
Petraðiûnø;"76, ""Palemono g.""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3554
Petraðiûnø;"171, ""Kauno tiekimas""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3555
Petraðiûnø;"7, ""Pervaþa""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3556
Petraðiûnø;Ateities pl.;PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3557
Petraðiûnø;"1, ""Ateities pl.""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3558
Petraðiûnø;"uþ 4, ""Palemono keramika""";PAMARIO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3559
Petraðiûnø;"9, ""Palemono keramika""";PAMARIO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3560
Petraðiûnø;"1, ""Palemono keramika""";PAMARIO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3561
Petraðiûnø;"prieð 232, ""Partizanø g.""";PARTIZANØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3562
Petraðiûnø;"prieð 89A, ""Partizanø g.""";PARTIZANØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3563
Petraðiûnø;Partizanø g.;PARTIZANØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3564
Petraðiûnø;"prieð 33, ""Dainavos poliklinika""";PRAMONËS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3565
Petraðiûnø;"18, ""Kraþantës g.""";PRAVIENOS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3566
Petraðiûnø;"88, ""Statoil""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3567
Petraðiûnø;"90, ""Kauno pienas""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3568
Petraðiûnø;"92, ""Kauno pienas""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3569
Petraðiûnø;"151, ""Kitron""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3570
Petraðiûnø;"118, ""Kitron""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3571
Petraðiûnø;"147, ""Elektrinë""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3572
Petraðiûnø;"145, ""Kauno ðaldytuvai""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3573
Petraðiûnø;"116C, ""Elektrinë""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3574
Petraðiûnø;"106, ""Kauno ðaldytuvai""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3575
Petraðiûnø;Urmo turgus;TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3576
Petraðiûnø;"7C, ""Technikos g.""";TECHNIKOS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3577
Petraðiûnø;"4A, ""Technikos g.""";TECHNIKOS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3578
Petraðiûnø;;APAÐÈIOS;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3579
Petraðiûnø;;ATEITIES PL.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3580
Petraðiûnø;AUTOMAGISTRALËS NUOVAÞOS;ATEITIES PL.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3581
Petraðiûnø;;BIRULIÐKIØ PL.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3582
Petraðiûnø;;CHEMIJOS PR.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3583
Petraðiûnø;GALINIS APSISUKIMAS;DRAUGYSTËS;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3584
Petraðiûnø;;DRAUGYSTËS;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3585
Petraðiûnø;;ELEKTRËNØ;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3586
Petraðiûnø;;GARAÞØ;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3587
Petraðiûnø;;GIMBUTIENËS M.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3588
Petraðiûnø;;KALANTOS R.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3589
Petraðiûnø;;KERAMZITO;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3590
Petraðiûnø;;KRYÞIØ KALNELIS;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3591
Petraðiûnø;;MARIØ;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3592
Petraðiûnø;PAÞAISLIO A/M AIKÐTELËS;MASIULIO T.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3593
Petraðiûnø;GALINIS TROLEIBUSØ APSISUKIMAS;MASIULIO T.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3594
Petraðiûnø;KAUNO MARIØ I PAPLÛDIMYS;MASIULIO T.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3595
Petraðiûnø;KAUNO MARIØ II PAPLÛDIMYS;MASIULIO T.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3596
Petraðiûnø;;MASIULIO T.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3597
Petraðiûnø;IR NUOVAÞOS;NEVERONIØ;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3598
Petraðiûnø;G. IR NUOVAÞOS;NEVERONIØ;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3599
Petraðiûnø;;PALEMONO;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3600
Petraðiûnø;;PAMARIO;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3601
Petraðiûnø;GALINIS APSISUKIMAS;PARTIZANØ;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3602
Petraðiûnø;MIÐKO PARKAS;PAÞAISLIO;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3603
Petraðiûnø;;PRAMONËS PR.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3604
Petraðiûnø;KELIAS Á KAUNO MBA;SANDRAUGOS G.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3605
Petraðiûnø;;TAIKOS PR.;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3606
Petraðiûnø;;TECHNIKOS;Þalieji plotai;Ðiukðliø rinkimas ið þaliøjø plotø;m2;3607
Vilijampolës;AIKÐTELË IÐ GERVIØ G.;LAMPËDÞIØ PLIAÞAS;WC;Kilnojamojo WC ilgalaikë nuoma;mënuo;3608
Vilijampolës;;RAUDONDVARIO PL.;WC;Kilnojamojo WC ilgalaikë nuoma;mënuo;3609
Vilijampolës;LAMPËDÞIAI SUSTOJIMAS;VYTAUTO G;WC;Kilnojamojo WC ilgalaikë nuoma;mënuo;3610
Vilijampolës;AIKÐTELË IÐ GERVIØ G.;LAMPËDÞIØ PLIAÞAS;WC;Kilnojamojo WC prieþiûra ilgalaikës nuomos laikotarpiu;kartas;3611
Vilijampolës;;RAUDONDVARIO PL.;WC;Kilnojamojo WC prieþiûra ilgalaikës nuomos laikotarpiu;kartas;3612
Vilijampolës;LAMPËDÞIAI SUSTOJIMAS;VYTAUTO G;WC;Kilnojamojo WC prieþiûra ilgalaikës nuomos laikotarpiu;kartas;3613
Vilijampolës;LAIPTAI;DEMOKRATØ;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3614
Vilijampolës;I LAIPTAI;JONAVOS;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3615
Vilijampolës;III LAIPTAI;JONAVOS;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3616
Vilijampolës;LAIPTAI;KALNØ;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3617
Vilijampolës;LAIPTAI;KËDAINIØ;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3618
Vilijampolës;LAIPTAI;LINKUVOS;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3619
Vilijampolës;KOVOTOJØ LAIPTAI;PANERIØ;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3620
Vilijampolës;;SANATORIJOS LAIPTAI;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3621
Vilijampolës;LAIPTAI;VERÐVOS;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3622
Vilijampolës;LAIPTAI;ÐILALËS;Laiptai;Laiptø prieþiûra (áskaitant sniego nukasimà ir laiptø pabarstymà smëlio ir druskos miðiniu);m2;3623
Vilijampolës;LAIPTAI;DEMOKRATØ;Laiptai;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3624
Vilijampolës;"53, ""Lietuvos tekstilës institutas""";DEMOKRATØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3625
Vilijampolës;"44, ""Lietuvos tekstilës institutas""";DEMOKRATØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3626
Vilijampolës;I LAIPTAI;JONAVOS;Laiptai;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3627
Vilijampolës;III LAIPTAI;JONAVOS;Laiptai;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3628
Vilijampolës;"prieð 1, ""Atrama""";JOVARØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3629
Vilijampolës;Lituanika;JOVARØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3630
Vilijampolës;Lituanika,;JOVARØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3631
Vilijampolës;"14, ""Jurbarko g.""";JURBARKO;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3632
Vilijampolës;"27, ""Jurbarko g.""";JURBARKO;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3633
Vilijampolës;LAIPTAI;KALNØ;Laiptai;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3634
Vilijampolës;"14, ""Ariogalos g.""";KRIÐÈIUKAIÈIO A.;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3635
Vilijampolës;"prieð 16, ""Josvainiø g.""";KËDAINIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3636
Vilijampolës;LAIPTAI;KËDAINIØ;Laiptai;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3637
Vilijampolës;"3, ""Tilþës g.""";KËDAINIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3638
Vilijampolës;"6, ""Tilþës g.""";KËDAINIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3639
Vilijampolës;"16, ""Josvainiø g.""";KËDAINIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3640
Vilijampolës;"1, ""Këdainiø g.""";KËDAINIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3641
Vilijampolës;"prieð 72, ""Varniø g.""";LINKUVOS;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3642
Vilijampolës;LAIPTAI;LINKUVOS;Laiptai;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3643
Vilijampolës;"58, ""Sàjungos a.""";LINKUVOS;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3644
Vilijampolës;"prieð 6, ""Neries kr.""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3645
Vilijampolës;"prieð 24, ""Varniø g.""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3646
Vilijampolës;"prieð 12, ""Ðilkas""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3647
Vilijampolës;"prieð 14, ""K.Griniaus g.""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3648
Vilijampolës;"prieð 2, ""A.Kriðèiukaièio g.""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3649
Vilijampolës;"25, ""Varniø g.""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3650
Vilijampolës;"16E, ""Ðilkas""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3651
Vilijampolës;"6, ""Neries kr.""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3652
Vilijampolës;"12, ""K.Griniaus g.""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3653
Vilijampolës;"2, ""A.Kriðèiukaièio g.""";NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3654
Vilijampolës;Kurðënø g;NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3655
Vilijampolës;Kurðënø g.;NERIES KRANTINË;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3656
Vilijampolës;"uþ tilto, ""Ðiaurinio aplinkkelio tiltas""";PANERIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3657
Vilijampolës;"prieð tiltà, ""Ðiaurinio aplinkkelio tiltas""";PANERIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3658
Vilijampolës;"92, ""Ðvyturio g.""";PANERIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3659
Vilijampolës;"prieð 229, ""Paneriø g.""";PANERIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3660
Vilijampolës;KOVOTOJØ LAIPTAI;PANERIØ;Laiptai;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3661
Vilijampolës;"51, ""Dobilas""";PANERIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3662
Vilijampolës;"322, ""Saliai""";PANERIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3663
Vilijampolës;"286, ""Panerys""";PANERIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3664
Vilijampolës;"172, ""Kurðënø g.""";PANERIØ;VT stotelë;Laiptø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø, ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3665
