SENIUNIJA;INFO;GATVE;DANGA;DARBAS;MATAS;id
Petraðiûnø;Dirbtinis pluoðtas;CHEMIJOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3401
Petraðiûnø;"8, ""Kauno gelþbetonis""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3402
Petraðiûnø;"prieð 21, ""Draugystës g.""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3403
Petraðiûnø;"14, ""Gamyklos""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3404
Petraðiûnø;"17, ""Gamyklos""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3405
Petraðiûnø;"20, ""Draugystës g.""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3406
Petraðiûnø;"21, ""Draugystës g.""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3407
Petraðiûnø;"11, ""Kauno gelþbetonis""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3408
Petraðiûnø;"prieð 10, ""Aksa""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3409
Petraðiûnø;"8, ""Elektrënø g.""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3410
Petraðiûnø;"prieð 12, ""Gaisrinë""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3411
Petraðiûnø;"12, ""Gaisrinë""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3412
Petraðiûnø;"7, ""Elektrënø g.""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3413
Petraðiûnø;Amalë;ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3414
Petraðiûnø;"Amalë'	ELEKTRËNØ	VT stotelë	VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu)	m2	3415
Petraðiûnø	10, Aksa""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3416
Petraðiûnø;Garaþø g.;GARAÞØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3417
Petraðiûnø;"93, ""Kausta""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3418
Petraðiûnø;"84, ""Kausta""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3419
Petraðiûnø;"prieð 106, ""Kauno keliai""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3420
Petraðiûnø;"7, ""Parduotuvë""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3421
Petraðiûnø;"161, ""Kauno keliai""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3422
Petraðiûnø;"34, ""Ketaus liejykla""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3423
Petraðiûnø;"49, ""Ketaus liejykla""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3424
Petraðiûnø;"10, ""Parduotuvë""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3425
Petraðiûnø;Keramzito g;KERAMZITO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3426
Petraðiûnø;Keramzito g.;KERAMZITO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3427
Petraðiûnø;"131, ""Kensta""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3428
Petraðiûnø;"214A, ""Kensta""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3429
Petraðiûnø;"129, ""Kauno duona""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3430
Petraðiûnø;"118A, ""Kauno duona""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3431
Petraðiûnø;"135, ""Kauno termofikacinë elektrinë""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3432
Petraðiûnø;"14, ""Parko g.""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3433
Petraðiûnø;"44, ""Ðilënø g.""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3434
Petraðiûnø;"45, ""Ðilënø g.""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3435
Petraðiûnø;"33, ""S.Nëries muziejus""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3436
Petraðiûnø;"24, ""S.Nëries muziejus""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3437
Petraðiûnø;"1, ""Parko g.""";MARIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3438
Petraðiûnø;"prieð 16, ""VST""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3439
Petraðiûnø;"9, ""Armatûrininkø g.""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3440
Petraðiûnø;"16, ""VST""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3441
Petraðiûnø;"21, ""Kauno marios""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3442
Petraðiûnø;"17A, ""Petraðiûnai""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3443
Petraðiûnø;"18E, ""Petraðiûnai""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3444
Petraðiûnø;Kauno marios;MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3445
Petraðiûnø;"10, ""Armatûrininkø""";MASIULIO T.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3446
Petraðiûnø;"uþ transformatorinës ""Neveroniø g.""";NEVERONIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3447
Petraðiûnø;"prie transformatorinës ""Neveroniø g.""";NEVERONIØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3448
Petraðiûnø;"prieð 7, ""Pervaþa""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3449
Petraðiûnø;"7, ""Pervaþa""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3450
Petraðiûnø;"76, ""Palemono g.""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3451
Petraðiûnø;"171, ""Kauno tiekimas""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3452
Petraðiûnø;Ateities pl.;PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3453
Petraðiûnø;"1, ""Ateities pl.""";PALEMONO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3454
Petraðiûnø;"uþ 4, ""Palemono keramika""";PAMARIO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3455
Petraðiûnø;"9, ""Palemono keramika""";PAMARIO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3456
Petraðiûnø;"1, ""Palemono keramika""";PAMARIO;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3457
Petraðiûnø;"prieð 232, ""Partizanø g.""";PARTIZANØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3458
Petraðiûnø;"prieð 89A, ""Partizanø g.""";PARTIZANØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3459
Petraðiûnø;Partizanø g.;PARTIZANØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3460
Petraðiûnø;"prieð 33, ""Dainavos poliklinika""";PRAMONËS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3461
Petraðiûnø;"18, ""Kraþantës g.""";PRAVIENOS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3462
Petraðiûnø;"88, ""Statoil""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3463
Petraðiûnø;"90, ""Kauno pienas""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3464
Petraðiûnø;"92, ""Kauno pienas""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3465
Petraðiûnø;"151, ""Kitron""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3466
Petraðiûnø;"118, ""Kitron""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3467
Petraðiûnø;"147, ""Elektrinë""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3468
Petraðiûnø;"145, ""Kauno ðaldytuvai""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3469
Petraðiûnø;Urmo turgus;TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3470
Petraðiûnø;"116C, ""Elektrinë""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3471
Petraðiûnø;"106, ""Kauno ðaldytuvai""";TAIKOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3472
Petraðiûnø;"7C, ""Technikos g.""";TECHNIKOS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3473
Petraðiûnø;"4A, ""Technikos g.""";TECHNIKOS;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;3474
Petraðiûnø;"3, ""Pyvesos g.""";APAÐÈIOS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3475
Petraðiûnø;"23, ""Pravienos g.""";APAÐÈIOS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3476
Petraðiûnø;"24, ""Pravienos g.""";APAÐÈIOS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3477
Petraðiûnø;Ateities pl.;APAÐÈIOS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3478
Petraðiûnø;"prieð 32C, ""Silbitas""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3479
Petraðiûnø;"79A, ""Kauno tiltai""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3480
Petraðiûnø;"prieð 23, ""Ateities pl.""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3481
Petraðiûnø;"prieð 11, ""Amaliai""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3482
Petraðiûnø;"50, ""Lytagra""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3483
Petraðiûnø;"34, ""Silbitas""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3484
Petraðiûnø;"23, ""Ateities pl.""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3485
Petraðiûnø;"46, ""Kauno tiltai""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3486
Petraðiûnø;"18, ""Sodai""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3487
Petraðiûnø;Apaðèios g;ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3488
Petraðiûnø;Apaðèios g.;ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3489
Petraðiûnø;Sodai;ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3490
Petraðiûnø;Biruliðkiø;ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3491
Petraðiûnø;"11, ""Amaliai""";ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3492
Petraðiûnø;Biruliðkiø g.;ATEITIES PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3493
Petraðiûnø;"8, ""Brukniø takas""";BIRULIÐKIØ PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3494
Petraðiûnø;"prieð 16, ""Naftos bazë""";BIRULIÐKIØ PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3495
Petraðiûnø;"16, ""Naftos bazë""";BIRULIÐKIØ PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3496
Petraðiûnø;"19, ""Brukniø takas""";BIRULIÐKIØ PL.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3497
Petraðiûnø;"prieð ""Dirbtinis pluoðtas""";CHEMIJOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3498
Petraðiûnø;"prieð 18, ""Panemunës butø ûkis""";CHEMIJOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3499
Petraðiûnø;"prieð 20, ""Vakarø skirstomieji tinklai""";CHEMIJOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3500
Petraðiûnø;"29, ""Chemijos g.""";CHEMIJOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3501
Petraðiûnø;"18, ""Panemunës butø ûkis""";CHEMIJOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3502
Petraðiûnø;"20, ""Vakarø skirstomieji tinklai""";CHEMIJOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3503
Petraðiûnø;Svirpliø takas;CHEMIJOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3504
Petraðiûnø;Dirbtinis pluoðtas;CHEMIJOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3505
Petraðiûnø;"8, ""Kauno gelþbetonis""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3506
Petraðiûnø;"prieð 21, ""Draugystës g.""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3507
Petraðiûnø;"14, ""Gamyklos""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3508
Petraðiûnø;"17, ""Gamyklos""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3509
Petraðiûnø;"20, ""Draugystës g.""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3510
Petraðiûnø;"21, ""Draugystës g.""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3511
Petraðiûnø;"11, ""Kauno gelþbetonis""";DRAUGYSTËS;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3512
Petraðiûnø;"prieð 10, ""Aksa""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3513
Petraðiûnø;"8, ""Elektrënø g.""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3514
Petraðiûnø;"prieð 12, ""Gaisrinë""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3515
Petraðiûnø;"12, ""Gaisrinë""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3516
Petraðiûnø;"7, ""Elektrënø g.""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3517
Petraðiûnø;Amalë;ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3518
Petraðiûnø;"Amalë'	ELEKTRËNØ	VT stotelë	VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà)	m2	3519
Petraðiûnø	10, Aksa""";ELEKTRËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3520
Petraðiûnø;Garaþø g.;GARAÞØ;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3521
Petraðiûnø;"93, ""Kausta""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3522
Petraðiûnø;"prieð 106, ""Kauno keliai""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3523
Petraðiûnø;"84, ""Kausta""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3524
Petraðiûnø;"7, ""Parduotuvë""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3525
Petraðiûnø;"161, ""Kauno keliai""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3526
Petraðiûnø;"34, ""Ketaus liejykla""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3527
Petraðiûnø;"49, ""Ketaus liejykla""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3528
Petraðiûnø;"10, ""Parduotuvë""";KALANTOS R.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3529
Petraðiûnø;Keramzito g;KERAMZITO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3530
Petraðiûnø;Keramzito g.;KERAMZITO;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3531
Petraðiûnø;"131, ""Kensta""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3532
Petraðiûnø;"214A, ""Kensta""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3533
Petraðiûnø;"129, ""Kauno duona""";KRËVËS V.PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant susikaupusiø dulkiø, þemiø ðiukðliø, neðvarumø (sàðlavø) iðveþimà);m2;3534
